Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin.Path	File.Offset..s.	selec.file	event	detection	class_fixed	class	score	org.sound.files	check.res	duration	min.n.samples	sample.rate	channels	bits	sound.file.samples	Audio	year	year.audio	tipo.de.video	Experimento	Grupo	Individuo	date	old.selec
31	Spectrogram 1	1	45.880900000	45.931900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	45.880900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	45.8809	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6823746	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12971
32	Spectrogram 1	1	46.921500000	46.972500000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	46.921500	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	46.9215	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.5436486	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999998954	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	13001
33	Spectrogram 1	1	47.472200000	47.523200000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	47.472200	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	47.4722	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7361316	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12952
34	Spectrogram 1	1	48.604200000	48.655200000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	48.604200	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	48.6042	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7843092	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12923
35	Spectrogram 1	1	50.775600000	50.826600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	50.775600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	50.7756	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7772078	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0510000000003998	4590	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12927
36	Spectrogram 1	1	51.049600000	51.100600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	51.049600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	51.0496	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.8257199	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12906
37	Spectrogram 1	1	51.551600000	51.602600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	51.551600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	51.5516	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7869066	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12921
38	Spectrogram 1	1	52.656900000	52.707900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	52.656900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	52.6569	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7939521	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12919
39	Spectrogram 1	1	53.999600000	54.050600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	53.999600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	53.9996	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7037403	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12965
40	Spectrogram 1	1	55.136900000	55.187900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	55.136900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	55.1369	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6259215	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12991
41	Spectrogram 1	1	56.092900000	56.143900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	56.092900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	56.0929	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7590695	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12938
42	Spectrogram 1	1	56.603600000	56.654600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	56.603600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	56.6036	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7567514	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12939
43	Spectrogram 1	1	57.393600000	57.444600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	57.393600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	57.3936	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6608131	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12979
44	Spectrogram 1	1	59.014900000	59.065900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	59.014900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	59.0149	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6998439	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12967
45	Spectrogram 1	1	59.618300000	59.669300000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	59.618300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	59.6183	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.8409337	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12900
46	Spectrogram 1	1	60.246900000	60.297900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	60.246900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	60.2469	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6729007	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12976
47	Spectrogram 1	1	61.863600000	61.914600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	61.863600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	61.8636	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7847577	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12922
48	Spectrogram 1	1	62.822900000	62.873900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	62.822900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	62.8229	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6652485	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0510000000003998	4590	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12977
49	Spectrogram 1	1	62.977600000	63.028600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	62.977600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	62.9776	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7110475	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999998954	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12961
50	Spectrogram 1	1	63.956300000	64.007300000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	63.956300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	63.9563	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6535135	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12984
51	Spectrogram 1	1	64.012900000	64.063900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	64.012900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	64.0129	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.5879649	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12997
52	Spectrogram 1	1	65.142900000	65.193900000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	65.142900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	65.1429	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7005615	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12966
53	Spectrogram 1	1	65.226300000	65.277300000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	65.226300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	65.2263	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6445527	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0510000000003998	4590	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12988
54	Spectrogram 1	1	66.600300000	66.651300000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	66.600300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	66.6003	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7393065	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12883
55	Spectrogram 1	1	69.016300000	69.067300000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	69.016300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	69.0163	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7088072	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12962
56	Spectrogram 1	1	69.333000000	69.384000000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	69.333000	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	69.333	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7651345	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12933
57	Spectrogram 1	1	70.857600000	70.908600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	70.857600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	70.8576	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.8451525	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999998882	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12899
58	Spectrogram 1	1	71.133600000	71.184600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	71.133600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	71.1336	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6266177	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12884
59	Spectrogram 1	1	72.217000000	72.268000000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	72.217000	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	72.217	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.727283	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12956
60	Spectrogram 1	1	72.859600000	72.910600000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	72.859600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	72.8596	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.637899	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12990
61	Spectrogram 1	1	73.171700000	73.222700000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	73.171700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	73.1717	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.7988118	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12917
62	Spectrogram 1	1	74.221700000	74.272700000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.221700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.2217	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6062457	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12996
63	Spectrogram 1	1	74.579700000	74.630700000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.579700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.5797	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.6899602	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12885
64	Spectrogram 1	1	74.933700000	74.984700000	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.933700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.9337	raven_selection_table_calls.txt	MPI2020-01-18_10-28-46_0000038.wav	automatic	call	call	0.774946	ch1MPI2020-01-18_10-28-46_0000038.wav	OK	0.0509999999999025	4589	90	1	16	11823022	38	2020	2020-38	experimento	vuelo grupal/sin sonido	3	982000359237615|982126051278504|982126051278529|982126051278564|982126052945896	2020-01-18	12930
