Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	score	class_fixed	class	org.sound.files
24800	Spectrogram 1	1	374.121866667	374.172866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	233.0884	13354.800	42822.600	0.9153715	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24936	Spectrogram 1	1	376.421166667	376.472166667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	235.3877	13354.800	42822.600	0.6228181	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24848	Spectrogram 1	1	376.741866667	376.792866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	235.7084	13354.800	42822.600	0.8234324	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24836	Spectrogram 1	1	379.486566667	379.537566667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	238.4531	13354.800	42822.600	0.8433728	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24910	Spectrogram 1	1	382.811866667	382.862866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	241.7784	13354.800	42822.600	0.701769	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24896	Spectrogram 1	1	382.866566667	382.917566667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	241.8331	13354.800	42822.600	0.7382068	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24806	Spectrogram 1	1	385.521866667	385.572866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	244.4884	13354.800	42822.600	0.8914072	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24863	Spectrogram 1	1	386.879166667	386.930166667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	245.8457	13354.800	42822.600	0.8039809	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24907	Spectrogram 1	1	390.449266667	390.500266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	249.4158	13354.800	42822.600	0.7043363	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24845	Spectrogram 1	1	392.549866667	392.600866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	251.5164	13354.800	42822.600	0.8296981	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24867	Spectrogram 1	1	394.005266667	394.056266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	252.9718	13354.800	42822.600	0.7950914	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24891	Spectrogram 1	1	398.025266667	398.076266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	256.9918	13354.800	42822.600	0.750652	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24813	Spectrogram 1	1	399.529866667	399.580866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	258.4964	13354.800	42822.600	0.8750576	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24850	Spectrogram 1	1	402.675866667	402.726866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	261.6424	13354.800	42822.600	0.8165621	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24909	Spectrogram 1	1	403.963266667	404.014266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	262.9298	13354.800	42822.600	0.7022572	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24837	Spectrogram 1	1	405.200566667	405.251566667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	264.1671	13354.800	42822.600	0.8423912	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24941	Spectrogram 1	1	406.587266667	406.638266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	265.5538	13354.800	42822.600	0.5773078	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24855	Spectrogram 1	1	407.579866667	407.630866667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	266.5464	13354.800	42822.600	0.8127131	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24929	Spectrogram 1	1	410.337966667	410.388966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	269.3045	13354.800	42822.600	0.6457184	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24968	Spectrogram 1	1	410.807966667	410.858966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	269.7745	13354.800	42822.600	0.3108155	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24801	Spectrogram 1	1	412.013966667	412.064966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	270.9805	13354.800	42822.600	0.9124468	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24828	Spectrogram 1	1	416.595266667	416.646266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	275.5618	13354.800	42822.600	0.856876	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24931	Spectrogram 1	1	420.713966667	420.764966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	279.6805	13354.800	42822.600	0.6358247	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24810	Spectrogram 1	1	422.015966667	422.066966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	280.9825	13354.800	42822.600	0.8833888	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24824	Spectrogram 1	1	423.913266667	423.964266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	282.8798	13354.800	42822.600	0.8594693	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24898	Spectrogram 1	1	428.175966667	428.226966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	287.1425	13354.800	42822.600	0.7270794	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24906	Spectrogram 1	1	431.638666667	431.689666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	290.6052	13354.800	42822.600	0.7057224	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24843	Spectrogram 1	1	433.825266667	433.876266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	292.7918	13354.800	42822.600	0.8358895	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24791	Spectrogram 1	1	437.213966667	437.264966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	296.1805	13354.800	42822.600	0.7774093	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24914	Spectrogram 1	1	437.835966667	437.886966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	296.8025	13354.800	42822.600	0.6884829	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24886	Spectrogram 1	1	441.001266667	441.052266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	299.9678	13354.800	42822.600	0.7630601	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24804	Spectrogram 1	1	441.968666667	442.019666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	300.9352	13354.800	42822.600	0.8926546	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24945	Spectrogram 1	1	446.349966667	446.400966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	305.3165	13354.800	42822.600	0.525154	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24802	Spectrogram 1	1	446.967266667	447.018266667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	305.9338	13354.800	42822.600	0.8992364	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24901	Spectrogram 1	1	450.810666667	450.861666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	309.7772	13354.800	42822.600	0.7204398	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24792	Spectrogram 1	1	451.970666667	452.021666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	310.9372	13354.800	42822.600	0.8697569	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24880	Spectrogram 1	1	453.201966667	453.252966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	312.1685	13354.800	42822.600	0.7793917	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24793	Spectrogram 1	1	455.203966667	455.254966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	314.1705	13354.800	42822.600	0.7135319	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24881	Spectrogram 1	1	457.617966667	457.668966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	316.5845	13354.800	42822.600	0.7780448	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24849	Spectrogram 1	1	460.023966667	460.074966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	318.9905	13354.800	42822.600	0.8178699	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24794	Spectrogram 1	1	461.431366667	461.482366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	320.3979	13354.800	42822.600	0.8272787	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24913	Spectrogram 1	1	461.819966667	461.870966667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	320.7865	13354.800	42822.600	0.6890725	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24919	Spectrogram 1	1	466.072666667	466.123666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	325.0392	13354.800	42822.600	0.6785488	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24795	Spectrogram 1	1	467.401366667	467.452366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	326.3679	13354.800	42822.600	0.8557772	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24796	Spectrogram 1	1	469.744066667	469.795066667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	328.7106	13354.800	42822.600	0.7552669	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24937	Spectrogram 1	1	473.406666667	473.457666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	332.3732	13354.800	42822.600	0.6047517	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24797	Spectrogram 1	1	473.576066667	473.627066667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	332.5426	13354.800	42822.600	0.7814471	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24798	Spectrogram 1	1	476.163366667	476.214366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	335.1299	13354.800	42822.600	0.7757219	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24920	Spectrogram 1	1	479.763366667	479.814366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	338.7299	13354.800	42822.600	0.6782609	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24859	Spectrogram 1	1	480.829366667	480.880366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	339.7959	13354.800	42822.600	0.8075814	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24889	Spectrogram 1	1	486.951366667	487.002366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	345.9179	13354.800	42822.600	0.7596711	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
16	Spectrogram 1	1	486.953379064	487.004379064	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	345.9199	13354.800	42822.600	0.743664128638802	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24875	Spectrogram 1	1	487.200666667	487.251666667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	346.1672	13354.800	42822.600	0.7826554	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24826	Spectrogram 1	1	487.639366667	487.690366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	346.6059	13354.800	42822.600	0.8578801	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24841	Spectrogram 1	1	493.025366667	493.076366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	351.9919	13354.800	42822.600	0.8375243	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24847	Spectrogram 1	1	496.462066667	496.513066667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	355.4286	13354.800	42822.600	0.8289226	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24890	Spectrogram 1	1	499.121366667	499.172366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	358.0879	13354.800	42822.600	0.7556502	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24833	Spectrogram 1	1	499.186766667	499.237766667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	358.1533	13354.800	42822.600	0.8447778	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24872	Spectrogram 1	1	501.162766667	501.213766667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	360.1293	13354.800	42822.600	0.7874702	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24915	Spectrogram 1	1	502.370066667	502.421066667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	361.3366	13354.800	42822.600	0.6806185	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24814	Spectrogram 1	1	503.160066667	503.211066667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	362.1266	13354.800	42822.600	0.8748808	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24854	Spectrogram 1	1	504.379366667	504.430366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	363.3459	13354.800	42822.600	0.813742	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24842	Spectrogram 1	1	506.619366667	506.670366667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	365.5859	13354.800	42822.600	0.8367642	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24811	Spectrogram 1	1	509.324066667	509.375066667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	368.2906	13354.800	42822.600	0.8818376	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
24807	Spectrogram 1	1	510.112766667	510.163766667	ch1MPI_2020-01-31_10-12-23_0000196.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_10-12-23_0000196.wav	369.0793	13354.800	42822.600	0.8909779	call	call	ch1MPI_2020-01-31_10-12-23_0000196.wav
6266	Spectrogram 1	1	529.313852222	529.364852222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	16.5274	13354.800	42822.600	0.5885803	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6268	Spectrogram 1	1	543.865272721	543.916272721	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	31.0789	13354.800	42822.600	0.500108674374595	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6248	Spectrogram 1	1	549.490642222	549.541642222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	36.7042	13354.800	42822.600	0.8745394	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6261	Spectrogram 1	1	557.813352222	557.864352222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	45.0269	13354.800	42822.600	0.7526716	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6264	Spectrogram 1	1	565.978732222	566.029732222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	53.1923	13354.800	42822.600	0.7092583	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6251	Spectrogram 1	1	572.569442222	572.620442222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	59.7830	13354.800	42822.600	0.8512301	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
53	Spectrogram 1	1	580.514152222	580.565152222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	67.7277	13354.800	42822.600	0.7350798	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6262	Spectrogram 1	1	580.516156179	580.567156179	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	67.7297	13354.800	42822.600	0.735089406101869	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6240	Spectrogram 1	1	587.450192222	587.501192222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	74.6638	13354.800	42822.600	0.7034001	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6265	Spectrogram 1	1	590.246212222	590.297212222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	77.4598	13354.800	42822.600	0.6511673	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6254	Spectrogram 1	1	590.532882094	590.583882094	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	77.7465	13354.800	42822.600	0.843897748259178	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6258	Spectrogram 1	1	595.809582222	595.860582222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	83.0232	13354.800	42822.600	0.8050324	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6256	Spectrogram 1	1	601.035612222	601.086612222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	88.2492	13354.800	42822.600	0.8146771	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
6241	Spectrogram 1	1	601.962952222	602.013952222	ch1MPI_2020-01-31_11-41-33_0000200.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-31_11-41-33_0000200.wav	89.1765	13354.800	42822.600	0.7832384	call	call	ch1MPI_2020-01-31_11-41-33_0000200.wav
