"Video camara respaldo","Video camara 5","Video camara 3","Video camara 1","Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo aprox","Anotaciones","Archivo de audio canal 1","Archivo de audio canal 2","Archivo de audio canal 3","Archivo de audio canal 4","Nuevo video camara 1","Nuevo video camara 3","Nuevo video camara 5","Nuevo video camara respaldo"
"UCR-MPI_exp185_cam-backup_2020-1-26","UCR-MPI_exp185_cam5_2020-1-26","UCR-MPI_exp185_cam3_2020-1-26","UCR-MPI_exp185_cam1_2020-1-26",2020-01-26,1899-12-31 11:16:00,174,"185","experimento","12/NN","982126058484262","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp185_ch1_2020-1-26.wav","UCR-MPI_exp185_ch2_2020-1-26.wav","UCR-MPI_exp185_ch3_2020-1-26.wav","UCR-MPI_exp185_ch4_2020-1-26.wav","0185-cam1_exp_2020-1-26_UCR-MPI","0185-cam3_exp_2020-1-26_UCR-MPI","0185-cam5_exp_2020-1-26_UCR-MPI","0185-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp186_cam-backup_2020-1-26","UCR-MPI_exp186_cam5_2020-1-26","UCR-MPI_exp186_cam3_2020-1-26","UCR-MPI_exp186_cam1_2020-1-26",2020-01-26,1899-12-31 01:22:00,175,"186","experimento","12/NN","900200000279490","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp186_ch1_2020-1-26.wav","UCR-MPI_exp186_ch2_2020-1-26.wav","UCR-MPI_exp186_ch3_2020-1-26.wav","UCR-MPI_exp186_ch4_2020-1-26.wav","0186-cam1_exp_2020-1-26_UCR-MPI","0186-cam3_exp_2020-1-26_UCR-MPI","0186-cam5_exp_2020-1-26_UCR-MPI","0186-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp85_cam-backup_2020-1-22","UCR-MPI_exp85_cam5_2020-1-22","UCR-MPI_exp85_cam3_2020-1-22","UCR-MPI_exp85_cam1_2020-1-22",2020-01-22,1899-12-31 10:38:00,83,"85","experimento","40","982126052945921","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp85_ch1_2020-1-22.wav","UCR-MPI_exp85_ch2_2020-1-22.wav","UCR-MPI_exp85_ch3_2020-1-22.wav","UCR-MPI_exp85_ch4_2020-1-22.wav","0085-cam1_exp_2020-1-22_UCR-MPI","0085-cam3_exp_2020-1-22_UCR-MPI","0085-cam5_exp_2020-1-22_UCR-MPI","0085-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp85_cam-backup_2020-1-22","UCR-MPI_exp85_cam5_2020-1-22","UCR-MPI_exp85_cam3_2020-1-22","UCR-MPI_exp85_cam1_2020-1-22",2020-01-22,1899-12-31 10:38:00,83,"85","experimento","40","982126051278540","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp85_ch1_2020-1-22.wav","UCR-MPI_exp85_ch2_2020-1-22.wav","UCR-MPI_exp85_ch3_2020-1-22.wav","UCR-MPI_exp85_ch4_2020-1-22.wav","0085-cam1_exp_2020-1-22_UCR-MPI","0085-cam3_exp_2020-1-22_UCR-MPI","0085-cam5_exp_2020-1-22_UCR-MPI","0085-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp85_cam-backup_2020-1-22","UCR-MPI_exp85_cam5_2020-1-22","UCR-MPI_exp85_cam3_2020-1-22","UCR-MPI_exp85_cam1_2020-1-22",2020-01-22,1899-12-31 10:38:00,83,"85","experimento","40","900200000206430","vuelo grupal/enmascarando busqueda","naranja",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp85_ch1_2020-1-22.wav","UCR-MPI_exp85_ch2_2020-1-22.wav","UCR-MPI_exp85_ch3_2020-1-22.wav","UCR-MPI_exp85_ch4_2020-1-22.wav","0085-cam1_exp_2020-1-22_UCR-MPI","0085-cam3_exp_2020-1-22_UCR-MPI","0085-cam5_exp_2020-1-22_UCR-MPI","0085-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp86_cam-backup_2020-1-22","UCR-MPI_exp86_cam5_2020-1-22","UCR-MPI_exp86_cam3_2020-1-22","UCR-MPI_exp86_cam1_2020-1-22",2020-01-22,1899-12-31 11:00:00,84,"86","experimento","40","900200000206430","vuelo grupal/sin sonido","naranja",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp86_ch1_2020-1-22.wav","UCR-MPI_exp86_ch2_2020-1-22.wav","UCR-MPI_exp86_ch3_2020-1-22.wav","UCR-MPI_exp86_ch4_2020-1-22.wav","0086-cam1_exp_2020-1-22_UCR-MPI","0086-cam3_exp_2020-1-22_UCR-MPI","0086-cam5_exp_2020-1-22_UCR-MPI","0086-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp86_cam-backup_2020-1-22","UCR-MPI_exp86_cam5_2020-1-22","UCR-MPI_exp86_cam3_2020-1-22","UCR-MPI_exp86_cam1_2020-1-22",2020-01-22,1899-12-31 11:00:00,84,"86","experimento","40","982126051278540","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp86_ch1_2020-1-22.wav","UCR-MPI_exp86_ch2_2020-1-22.wav","UCR-MPI_exp86_ch3_2020-1-22.wav","UCR-MPI_exp86_ch4_2020-1-22.wav","0086-cam1_exp_2020-1-22_UCR-MPI","0086-cam3_exp_2020-1-22_UCR-MPI","0086-cam5_exp_2020-1-22_UCR-MPI","0086-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp86_cam-backup_2020-1-22","UCR-MPI_exp86_cam5_2020-1-22","UCR-MPI_exp86_cam3_2020-1-22","UCR-MPI_exp86_cam1_2020-1-22",2020-01-22,1899-12-31 11:00:00,84,"86","experimento","40","982126052945921","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp86_ch1_2020-1-22.wav","UCR-MPI_exp86_ch2_2020-1-22.wav","UCR-MPI_exp86_ch3_2020-1-22.wav","UCR-MPI_exp86_ch4_2020-1-22.wav","0086-cam1_exp_2020-1-22_UCR-MPI","0086-cam3_exp_2020-1-22_UCR-MPI","0086-cam5_exp_2020-1-22_UCR-MPI","0086-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp87_cam-backup_2020-1-22","UCR-MPI_exp87_cam5_2020-1-22","UCR-MPI_exp87_cam3_2020-1-22","UCR-MPI_exp87_cam1_2020-1-22",2020-01-22,1899-12-31 11:09:00,85,"87","experimento","18-A-B","900200000206691","vuelo solo","no aplica",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp87_ch1_2020-1-22.wav","UCR-MPI_exp87_ch2_2020-1-22.wav","UCR-MPI_exp87_ch3_2020-1-22.wav","UCR-MPI_exp87_ch4_2020-1-22.wav","0087-cam1_exp_2020-1-22_UCR-MPI","0087-cam3_exp_2020-1-22_UCR-MPI","0087-cam5_exp_2020-1-22_UCR-MPI","0087-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp88_cam-backup_2020-1-22","UCR-MPI_exp88_cam5_2020-1-22","UCR-MPI_exp88_cam3_2020-1-22","UCR-MPI_exp88_cam1_2020-1-22",2020-01-22,1899-12-31 11:17:00,86,"88","experimento","18-A-B","982126058484254","vuelo solo","no aplica",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp88_ch1_2020-1-22.wav","UCR-MPI_exp88_ch2_2020-1-22.wav","UCR-MPI_exp88_ch3_2020-1-22.wav","UCR-MPI_exp88_ch4_2020-1-22.wav","0088-cam1_exp_2020-1-22_UCR-MPI","0088-cam3_exp_2020-1-22_UCR-MPI","0088-cam5_exp_2020-1-22_UCR-MPI","0088-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp90_cam-backup_2020-1-22","UCR-MPI_exp90_cam5_2020-1-22","UCR-MPI_exp90_cam3_2020-1-22","UCR-MPI_exp90_cam1_2020-1-22",2020-01-22,1899-12-31 11:30:00,87,"90","experimento","18-A-B","982126058484287","vuelo solo","no aplica",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp90_ch1_2020-1-22.wav","UCR-MPI_exp90_ch2_2020-1-22.wav","UCR-MPI_exp90_ch3_2020-1-22.wav","UCR-MPI_exp90_ch4_2020-1-22.wav","0090-cam1_exp_2020-1-22_UCR-MPI","0090-cam3_exp_2020-1-22_UCR-MPI","0090-cam5_exp_2020-1-22_UCR-MPI","0090-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp91_cam-backup_2020-1-22","UCR-MPI_exp91_cam5_2020-1-22","UCR-MPI_exp91_cam3_2020-1-22","UCR-MPI_exp91_cam1_2020-1-22",2020-01-22,1899-12-31 11:38:00,88,"91","experimento","16-?-?","900200000206551","vuelo solo","no aplica",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp91_ch1_2020-1-22.wav","UCR-MPI_exp91_ch2_2020-1-22.wav","UCR-MPI_exp91_ch3_2020-1-22.wav","UCR-MPI_exp91_ch4_2020-1-22.wav","0091-cam1_exp_2020-1-22_UCR-MPI","0091-cam3_exp_2020-1-22_UCR-MPI","0091-cam5_exp_2020-1-22_UCR-MPI","0091-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp92_cam-backup_2020-1-22","UCR-MPI_exp92_cam5_2020-1-22","UCR-MPI_exp92_cam3_2020-1-22","UCR-MPI_exp92_cam1_2020-1-22",2020-01-22,1899-12-31 11:44:00,89,"92","experimento","16-?-?","982126057845060","vuelo solo","no aplica",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp92_ch1_2020-1-22.wav","UCR-MPI_exp92_ch2_2020-1-22.wav","UCR-MPI_exp92_ch3_2020-1-22.wav","UCR-MPI_exp92_ch4_2020-1-22.wav","0092-cam1_exp_2020-1-22_UCR-MPI","0092-cam3_exp_2020-1-22_UCR-MPI","0092-cam5_exp_2020-1-22_UCR-MPI","0092-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp93_cam-backup_2020-1-22","UCR-MPI_exp93_cam5_2020-1-22","UCR-MPI_exp93_cam3_2020-1-22","UCR-MPI_exp93_cam1_2020-1-22",2020-01-22,1899-12-31 11:50:00,90,"93","experimento","16-?-?","982000359237126","vuelo solo","no aplica",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp93_ch1_2020-1-22.wav","UCR-MPI_exp93_ch2_2020-1-22.wav","UCR-MPI_exp93_ch3_2020-1-22.wav","UCR-MPI_exp93_ch4_2020-1-22.wav","0093-cam1_exp_2020-1-22_UCR-MPI","0093-cam3_exp_2020-1-22_UCR-MPI","0093-cam5_exp_2020-1-22_UCR-MPI","0093-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp94_cam-backup_2020-1-22","UCR-MPI_exp94_cam5_2020-1-22","UCR-MPI_exp94_cam3_2020-1-22","UCR-MPI_exp94_cam1_2020-1-22",2020-01-22,1899-12-31 12:16:00,91,"94","experimento","18-A-B","900200000206691","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp94_ch1_2020-1-22.wav","UCR-MPI_exp94_ch2_2020-1-22.wav","UCR-MPI_exp94_ch3_2020-1-22.wav","UCR-MPI_exp94_ch4_2020-1-22.wav","0094-cam1_exp_2020-1-22_UCR-MPI","0094-cam3_exp_2020-1-22_UCR-MPI","0094-cam5_exp_2020-1-22_UCR-MPI","0094-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp94_cam-backup_2020-1-22","UCR-MPI_exp94_cam5_2020-1-22","UCR-MPI_exp94_cam3_2020-1-22","UCR-MPI_exp94_cam1_2020-1-22",2020-01-22,1899-12-31 12:16:00,91,"94","experimento","18-A-B","982126058484254","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp94_ch1_2020-1-22.wav","UCR-MPI_exp94_ch2_2020-1-22.wav","UCR-MPI_exp94_ch3_2020-1-22.wav","UCR-MPI_exp94_ch4_2020-1-22.wav","0094-cam1_exp_2020-1-22_UCR-MPI","0094-cam3_exp_2020-1-22_UCR-MPI","0094-cam5_exp_2020-1-22_UCR-MPI","0094-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp94_cam-backup_2020-1-22","UCR-MPI_exp94_cam5_2020-1-22","UCR-MPI_exp94_cam3_2020-1-22","UCR-MPI_exp94_cam1_2020-1-22",2020-01-22,1899-12-31 12:16:00,91,"94","experimento","18-A-B","982126058484287","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp94_ch1_2020-1-22.wav","UCR-MPI_exp94_ch2_2020-1-22.wav","UCR-MPI_exp94_ch3_2020-1-22.wav","UCR-MPI_exp94_ch4_2020-1-22.wav","0094-cam1_exp_2020-1-22_UCR-MPI","0094-cam3_exp_2020-1-22_UCR-MPI","0094-cam5_exp_2020-1-22_UCR-MPI","0094-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp95_cam-backup_2020-1-22","UCR-MPI_exp95_cam5_2020-1-22","UCR-MPI_exp95_cam3_2020-1-22","UCR-MPI_exp95_cam1_2020-1-22",2020-01-22,1899-12-31 12:23:00,92,"95","experimento","18-A-B","900200000206691","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp95_ch1_2020-1-22.wav","UCR-MPI_exp95_ch2_2020-1-22.wav","UCR-MPI_exp95_ch3_2020-1-22.wav","UCR-MPI_exp95_ch4_2020-1-22.wav","0095-cam1_exp_2020-1-22_UCR-MPI","0095-cam3_exp_2020-1-22_UCR-MPI","0095-cam5_exp_2020-1-22_UCR-MPI","0095-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp95_cam-backup_2020-1-22","UCR-MPI_exp95_cam5_2020-1-22","UCR-MPI_exp95_cam3_2020-1-22","UCR-MPI_exp95_cam1_2020-1-22",2020-01-22,1899-12-31 12:23:00,92,"95","experimento","18-A-B","982126058484287","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp95_ch1_2020-1-22.wav","UCR-MPI_exp95_ch2_2020-1-22.wav","UCR-MPI_exp95_ch3_2020-1-22.wav","UCR-MPI_exp95_ch4_2020-1-22.wav","0095-cam1_exp_2020-1-22_UCR-MPI","0095-cam3_exp_2020-1-22_UCR-MPI","0095-cam5_exp_2020-1-22_UCR-MPI","0095-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp95_cam-backup_2020-1-22","UCR-MPI_exp95_cam5_2020-1-22","UCR-MPI_exp95_cam3_2020-1-22","UCR-MPI_exp95_cam1_2020-1-22",2020-01-22,1899-12-31 12:23:00,92,"95","experimento","18-A-B","982126058484254","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"se uso cam 6 de backup","UCR-MPI_exp95_ch1_2020-1-22.wav","UCR-MPI_exp95_ch2_2020-1-22.wav","UCR-MPI_exp95_ch3_2020-1-22.wav","UCR-MPI_exp95_ch4_2020-1-22.wav","0095-cam1_exp_2020-1-22_UCR-MPI","0095-cam3_exp_2020-1-22_UCR-MPI","0095-cam5_exp_2020-1-22_UCR-MPI","0095-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp96_cam-backup_2020-1-22","UCR-MPI_exp96_cam5_2020-1-22","UCR-MPI_exp96_cam3_2020-1-22","UCR-MPI_exp96_cam1_2020-1-22",2020-01-22,1899-12-31 01:40:00,96,"96","experimento","16-?-?","982000359237126","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:20:00,NA,"UCR-MPI_exp96_ch1_2020-1-22.wav","UCR-MPI_exp96_ch2_2020-1-22.wav","UCR-MPI_exp96_ch3_2020-1-22.wav","UCR-MPI_exp96_ch4_2020-1-22.wav","0096-cam1_exp_2020-1-22_UCR-MPI","0096-cam3_exp_2020-1-22_UCR-MPI","0096-cam5_exp_2020-1-22_UCR-MPI","0096-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp96_cam-backup_2020-1-22","UCR-MPI_exp96_cam5_2020-1-22","UCR-MPI_exp96_cam3_2020-1-22","UCR-MPI_exp96_cam1_2020-1-22",2020-01-22,1899-12-31 01:40:00,96,"96","experimento","16-?-?","982126057845060","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:20:00,NA,"UCR-MPI_exp96_ch1_2020-1-22.wav","UCR-MPI_exp96_ch2_2020-1-22.wav","UCR-MPI_exp96_ch3_2020-1-22.wav","UCR-MPI_exp96_ch4_2020-1-22.wav","0096-cam1_exp_2020-1-22_UCR-MPI","0096-cam3_exp_2020-1-22_UCR-MPI","0096-cam5_exp_2020-1-22_UCR-MPI","0096-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp96_cam-backup_2020-1-22","UCR-MPI_exp96_cam5_2020-1-22","UCR-MPI_exp96_cam3_2020-1-22","UCR-MPI_exp96_cam1_2020-1-22",2020-01-22,1899-12-31 01:40:00,96,"96","experimento","16-?-?","900200000206551","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:20:00,NA,"UCR-MPI_exp96_ch1_2020-1-22.wav","UCR-MPI_exp96_ch2_2020-1-22.wav","UCR-MPI_exp96_ch3_2020-1-22.wav","UCR-MPI_exp96_ch4_2020-1-22.wav","0096-cam1_exp_2020-1-22_UCR-MPI","0096-cam3_exp_2020-1-22_UCR-MPI","0096-cam5_exp_2020-1-22_UCR-MPI","0096-cam-backup_exp_2020-1-22_UCR-MPI"
"UCR-MPI_exp99_cam-backup_2020-1-23","UCR-MPI_exp99_cam5_2020-1-23","UCR-MPI_exp99_cam3_2020-1-23","UCR-MPI_exp99_cam1_2020-1-23",2020-01-23,1899-12-31 09:38:00,98,"99","experimento","15","900200000206443","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp99_ch1_2020-1-23.wav","UCR-MPI_exp99_ch2_2020-1-23.wav","UCR-MPI_exp99_ch3_2020-1-23.wav","UCR-MPI_exp99_ch4_2020-1-23.wav","0099-cam1_exp_2020-1-23_UCR-MPI","0099-cam3_exp_2020-1-23_UCR-MPI","0099-cam5_exp_2020-1-23_UCR-MPI","0099-cam-backup_exp_2020-1-23_UCR-MPI"
"UCR-MPI_exp99_cam-backup_2020-1-23","UCR-MPI_exp99_cam5_2020-1-23","UCR-MPI_exp99_cam3_2020-1-23","UCR-MPI_exp99_cam1_2020-1-23",2020-01-23,1899-12-31 09:38:00,98,"99","experimento","15","900200000206710","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp99_ch1_2020-1-23.wav","UCR-MPI_exp99_ch2_2020-1-23.wav","UCR-MPI_exp99_ch3_2020-1-23.wav","UCR-MPI_exp99_ch4_2020-1-23.wav","0099-cam1_exp_2020-1-23_UCR-MPI","0099-cam3_exp_2020-1-23_UCR-MPI","0099-cam5_exp_2020-1-23_UCR-MPI","0099-cam-backup_exp_2020-1-23_UCR-MPI"
"UCR-MPI_exp99_cam-backup_2020-1-23","UCR-MPI_exp99_cam5_2020-1-23","UCR-MPI_exp99_cam3_2020-1-23","UCR-MPI_exp99_cam1_2020-1-23",2020-01-23,1899-12-31 09:38:00,98,"99","experimento","15","982126058484259","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp99_ch1_2020-1-23.wav","UCR-MPI_exp99_ch2_2020-1-23.wav","UCR-MPI_exp99_ch3_2020-1-23.wav","UCR-MPI_exp99_ch4_2020-1-23.wav","0099-cam1_exp_2020-1-23_UCR-MPI","0099-cam3_exp_2020-1-23_UCR-MPI","0099-cam5_exp_2020-1-23_UCR-MPI","0099-cam-backup_exp_2020-1-23_UCR-MPI"
NA,"UCR-MPI_cal1_cam5_2020-1-15","UCR-MPI_cal1_cam3_2020-1-15","UCR-MPI_cal1_cam1_2020-1-15",2020-01-15,1899-12-31 12:00:00,NA,"1","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0001-cam1_cal_2020-1-15_UCR-MPI","0001-cam3_cal_2020-1-15_UCR-MPI","0001-cam5_cal_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_cal11_cam5_2020-1-16","UCR-MPI_cal11_cam3_2020-1-16","UCR-MPI_cal11_cam1_2020-1-16",2020-01-16,NA,NA,"11","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0011-cam1_cal_2020-1-16_UCR-MPI","0011-cam3_cal_2020-1-16_UCR-MPI","0011-cam5_cal_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp32_cam5_2020-1-17","UCR-MPI_exp32_cam3_2020-1-17","UCR-MPI_exp32_cam1_2020-1-17",2020-01-17,1899-12-31 08:26:00,26,"32","experimento","1","982126052945890","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp32_ch1_2020-1-17.wav","UCR-MPI_exp32_ch2_2020-1-17.wav","UCR-MPI_exp32_ch3_2020-1-17.wav","UCR-MPI_exp32_ch4_2020-1-17.wav","0032-cam1_exp_2020-1-17_UCR-MPI","0032-cam3_exp_2020-1-17_UCR-MPI","0032-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp33_cam5_2020-1-17","UCR-MPI_exp33_cam3_2020-1-17","UCR-MPI_exp33_cam1_2020-1-17",2020-01-17,1899-12-31 08:34:00,27,"33","experimento","40","982126051278540","vuelo solo","no aplica",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp33_ch1_2020-1-17.wav","UCR-MPI_exp33_ch2_2020-1-17.wav","UCR-MPI_exp33_ch3_2020-1-17.wav","UCR-MPI_exp33_ch4_2020-1-17.wav","0033-cam1_exp_2020-1-17_UCR-MPI","0033-cam3_exp_2020-1-17_UCR-MPI","0033-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp14_cam5_2020-1-16","UCR-MPI_exp14_cam3_2020-1-16","UCR-MPI_exp14_cam1_2020-1-16",2020-01-16,NA,9,"14","experimento","3","982126051278564","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp14_ch1_2020-1-16.wav","UCR-MPI_exp14_ch2_2020-1-16.wav","UCR-MPI_exp14_ch3_2020-1-16.wav","UCR-MPI_exp14_ch4_2020-1-16.wav","0014-cam1_exp_2020-1-16_UCR-MPI","0014-cam3_exp_2020-1-16_UCR-MPI","0014-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp35_cam5_2020-1-17","UCR-MPI_exp35_cam3_2020-1-17","UCR-MPI_exp35_cam1_2020-1-17",2020-01-17,1899-12-31 08:52:00,29,"35","experimento","40","900200000206430","vuelo solo","no aplica",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros, la marca acustica casi no se grabó","UCR-MPI_exp35_ch1_2020-1-17.wav","UCR-MPI_exp35_ch2_2020-1-17.wav","UCR-MPI_exp35_ch3_2020-1-17.wav","UCR-MPI_exp35_ch4_2020-1-17.wav","0035-cam1_exp_2020-1-17_UCR-MPI","0035-cam3_exp_2020-1-17_UCR-MPI","0035-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp36_cam5_2020-1-17","UCR-MPI_exp36_cam3_2020-1-17","UCR-MPI_exp36_cam1_2020-1-17",2020-01-17,1899-12-31 09:36:00,30,"36","experimento","1","900200000279422","vuelo grupal/sin sonido","naranja",1899-12-31 02:04:00,NA,"UCR-MPI_exp36_ch1_2020-1-17.wav","UCR-MPI_exp36_ch2_2020-1-17.wav","UCR-MPI_exp36_ch3_2020-1-17.wav","UCR-MPI_exp36_ch4_2020-1-17.wav","0036-cam1_exp_2020-1-17_UCR-MPI","0036-cam3_exp_2020-1-17_UCR-MPI","0036-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp36_cam5_2020-1-17","UCR-MPI_exp36_cam3_2020-1-17","UCR-MPI_exp36_cam1_2020-1-17",2020-01-17,1899-12-31 09:36:00,30,"36","experimento","1","982126051278491","vuelo grupal/sin sonido","rosado",NA,NA,"UCR-MPI_exp36_ch1_2020-1-17.wav","UCR-MPI_exp36_ch2_2020-1-17.wav","UCR-MPI_exp36_ch3_2020-1-17.wav","UCR-MPI_exp36_ch4_2020-1-17.wav","0036-cam1_exp_2020-1-17_UCR-MPI","0036-cam3_exp_2020-1-17_UCR-MPI","0036-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp36_cam5_2020-1-17","UCR-MPI_exp36_cam3_2020-1-17","UCR-MPI_exp36_cam1_2020-1-17",2020-01-17,1899-12-31 09:36:00,30,"36","experimento","1","982126052945890","vuelo grupal/sin sonido","verde",NA,NA,"UCR-MPI_exp36_ch1_2020-1-17.wav","UCR-MPI_exp36_ch2_2020-1-17.wav","UCR-MPI_exp36_ch3_2020-1-17.wav","UCR-MPI_exp36_ch4_2020-1-17.wav","0036-cam1_exp_2020-1-17_UCR-MPI","0036-cam3_exp_2020-1-17_UCR-MPI","0036-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp37_cam5_2020-1-17","UCR-MPI_exp37_cam3_2020-1-17","UCR-MPI_exp37_cam1_2020-1-17",2020-01-17,1899-12-31 09:44:00,31,"37","experimento","1","900200000279422","vuelo grupal/enmascarando busqueda","naranja",1899-12-31 02:00:00,NA,"UCR-MPI_exp37_ch1_2020-1-17.wav","UCR-MPI_exp37_ch2_2020-1-17.wav","UCR-MPI_exp37_ch3_2020-1-17.wav","UCR-MPI_exp37_ch4_2020-1-17.wav","0037-cam1_exp_2020-1-17_UCR-MPI","0037-cam3_exp_2020-1-17_UCR-MPI","0037-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp37_cam5_2020-1-17","UCR-MPI_exp37_cam3_2020-1-17","UCR-MPI_exp37_cam1_2020-1-17",2020-01-17,1899-12-31 09:44:00,31,"37","experimento","1","982126051278491","vuelo grupal/enmascarando busqueda","rosado",NA,NA,"UCR-MPI_exp37_ch1_2020-1-17.wav","UCR-MPI_exp37_ch2_2020-1-17.wav","UCR-MPI_exp37_ch3_2020-1-17.wav","UCR-MPI_exp37_ch4_2020-1-17.wav","0037-cam1_exp_2020-1-17_UCR-MPI","0037-cam3_exp_2020-1-17_UCR-MPI","0037-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp37_cam5_2020-1-17","UCR-MPI_exp37_cam3_2020-1-17","UCR-MPI_exp37_cam1_2020-1-17",2020-01-17,1899-12-31 09:44:00,31,"37","experimento","1","982126052945890","vuelo grupal/enmascarando busqueda","verde",NA,NA,"UCR-MPI_exp37_ch1_2020-1-17.wav","UCR-MPI_exp37_ch2_2020-1-17.wav","UCR-MPI_exp37_ch3_2020-1-17.wav","UCR-MPI_exp37_ch4_2020-1-17.wav","0037-cam1_exp_2020-1-17_UCR-MPI","0037-cam3_exp_2020-1-17_UCR-MPI","0037-cam5_exp_2020-1-17_UCR-MPI",NA
