"Video camara respaldo","Video camara 5","Video camara 3","Video camara 1","Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo aprox","Anotaciones","Archivo de audio canal 1","Archivo de audio canal 2","Archivo de audio canal 3","Archivo de audio canal 4","Nuevo video camara 1","Nuevo video camara 3","Nuevo video camara 5","Nuevo video camara respaldo"
NA,"UCR-MPI_exp44_cam5_2020-1-18","UCR-MPI_exp44_cam3_2020-1-18","UCR-MPI_exp44_cam1_2020-1-18",2020-01-18,1899-12-31 10:41:00,39,"44","experimento","9","900200000279519","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp44_ch1_2020-1-18.wav","UCR-MPI_exp44_ch2_2020-1-18.wav","UCR-MPI_exp44_ch3_2020-1-18.wav","UCR-MPI_exp44_ch4_2020-1-18.wav","0044-cam1_exp_2020-1-18_UCR-MPI","0044-cam3_exp_2020-1-18_UCR-MPI","0044-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp68_cam5_2020-1-20","UCR-MPI_exp68_cam3_2020-1-20","UCR-MPI_exp68_cam1_2020-1-20",2020-01-20,1899-12-31 09:32:00,60,"68","experimento","15","900200000206443","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp68_ch1_2020-1-20.wav","UCR-MPI_exp68_ch2_2020-1-20.wav","UCR-MPI_exp68_ch3_2020-1-20.wav","UCR-MPI_exp68_ch4_2020-1-20.wav","0068-cam1_exp_2020-1-20_UCR-MPI","0068-cam3_exp_2020-1-20_UCR-MPI","0068-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp69_cam5_2020-1-20","UCR-MPI_exp69_cam3_2020-1-20","UCR-MPI_exp69_cam1_2020-1-20",2020-01-20,1899-12-31 09:39:00,61,"69","experimento","15","900200000206710","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp69_ch1_2020-1-20.wav","UCR-MPI_exp69_ch2_2020-1-20.wav","UCR-MPI_exp69_ch3_2020-1-20.wav","UCR-MPI_exp69_ch4_2020-1-20.wav","0069-cam1_exp_2020-1-20_UCR-MPI","0069-cam3_exp_2020-1-20_UCR-MPI","0069-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp47_cam5_2020-1-18","UCR-MPI_exp47_cam3_2020-1-18","UCR-MPI_exp47_cam1_2020-1-18",2020-01-18,1899-12-31 11:00:00,42,"47","experimento","9","900200000279415","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp47_ch1_2020-1-18.wav","UCR-MPI_exp47_ch2_2020-1-18.wav","UCR-MPI_exp47_ch3_2020-1-18.wav","UCR-MPI_exp47_ch4_2020-1-18.wav","0047-cam1_exp_2020-1-18_UCR-MPI","0047-cam3_exp_2020-1-18_UCR-MPI","0047-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp7_cam5_2020-1-15","UCR-MPI_exp7_cam3_2020-1-15","UCR-MPI_exp7_cam1_2020-1-15",2020-01-15,1899-12-31 02:20:00,5,"7","experimento","4","900200000279820","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp7_ch1_2020-1-15.wav","UCR-MPI_exp7_ch2_2020-1-15.wav","UCR-MPI_exp7_ch3_2020-1-15.wav","UCR-MPI_exp7_ch4_2020-1-15.wav","0007-cam1_exp_2020-1-15_UCR-MPI","0007-cam3_exp_2020-1-15_UCR-MPI","0007-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp7_cam5_2020-1-15","UCR-MPI_exp7_cam3_2020-1-15","UCR-MPI_exp7_cam1_2020-1-15",2020-01-15,1899-12-31 02:20:00,5,"7","experimento","4","982126058484339","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp7_ch1_2020-1-15.wav","UCR-MPI_exp7_ch2_2020-1-15.wav","UCR-MPI_exp7_ch3_2020-1-15.wav","UCR-MPI_exp7_ch4_2020-1-15.wav","0007-cam1_exp_2020-1-15_UCR-MPI","0007-cam3_exp_2020-1-15_UCR-MPI","0007-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp7_cam5_2020-1-15","UCR-MPI_exp7_cam3_2020-1-15","UCR-MPI_exp7_cam1_2020-1-15",2020-01-15,1899-12-31 02:20:00,5,"7","experimento","4","982126051278475","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp7_ch1_2020-1-15.wav","UCR-MPI_exp7_ch2_2020-1-15.wav","UCR-MPI_exp7_ch3_2020-1-15.wav","UCR-MPI_exp7_ch4_2020-1-15.wav","0007-cam1_exp_2020-1-15_UCR-MPI","0007-cam3_exp_2020-1-15_UCR-MPI","0007-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp70_cam5_2020-1-20","UCR-MPI_exp70_cam3_2020-1-20","UCR-MPI_exp70_cam1_2020-1-20",2020-01-20,1899-12-31 09:37:00,62,"70","experimento","15","982126058484259","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp70_ch1_2020-1-20.wav","UCR-MPI_exp70_ch2_2020-1-20.wav","UCR-MPI_exp70_ch3_2020-1-20.wav","UCR-MPI_exp70_ch4_2020-1-20.wav","0070-cam1_exp_2020-1-20_UCR-MPI","0070-cam3_exp_2020-1-20_UCR-MPI","0070-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp50_cam5_2020-1-18","UCR-MPI_exp50_cam3_2020-1-18","UCR-MPI_exp50_cam1_2020-1-18",2020-01-18,1899-12-31 02:25:00,45,"50","experimento","9","982126051278549","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp50_ch1_2020-1-18.wav","UCR-MPI_exp50_ch2_2020-1-18.wav","UCR-MPI_exp50_ch3_2020-1-18.wav","UCR-MPI_exp50_ch4_2020-1-18.wav","0050-cam1_exp_2020-1-18_UCR-MPI","0050-cam3_exp_2020-1-18_UCR-MPI","0050-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp72_cam5_2020-1-20","UCR-MPI_exp72_cam3_2020-1-20","UCR-MPI_exp72_cam1_2020-1-20",2020-01-20,1899-12-31 10:00:00,64,"72","experimento","13","982126051278470","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp72_ch1_2020-1-20.wav","UCR-MPI_exp72_ch2_2020-1-20.wav","UCR-MPI_exp72_ch3_2020-1-20.wav","UCR-MPI_exp72_ch4_2020-1-20.wav","0072-cam1_exp_2020-1-20_UCR-MPI","0072-cam3_exp_2020-1-20_UCR-MPI","0072-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp73_cam5_2020-1-20","UCR-MPI_exp73_cam3_2020-1-20","UCR-MPI_exp73_cam1_2020-1-20",2020-01-20,1899-12-31 10:08:00,65,"73","experimento","13","900200000279506","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp73_ch1_2020-1-20.wav","UCR-MPI_exp73_ch2_2020-1-20.wav","UCR-MPI_exp73_ch3_2020-1-20.wav","UCR-MPI_exp73_ch4_2020-1-20.wav","0073-cam1_exp_2020-1-20_UCR-MPI","0073-cam3_exp_2020-1-20_UCR-MPI","0073-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp74_cam5_2020-1-20","UCR-MPI_exp74_cam3_2020-1-20","UCR-MPI_exp74_cam1_2020-1-20",2020-01-20,1899-12-31 10:13:00,66,"74","experimento","13","900200000279472","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp74_ch1_2020-1-20.wav","UCR-MPI_exp74_ch2_2020-1-20.wav","UCR-MPI_exp74_ch3_2020-1-20.wav","UCR-MPI_exp74_ch4_2020-1-20.wav","0074-cam1_exp_2020-1-20_UCR-MPI","0074-cam3_exp_2020-1-20_UCR-MPI","0074-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp75_cam5_2020-1-20","UCR-MPI_exp75_cam3_2020-1-20","UCR-MPI_exp75_cam1_2020-1-20",2020-01-20,1899-12-31 10:18:00,67,"75","experimento","13","900200000279517","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp75_ch1_2020-1-20.wav","UCR-MPI_exp75_ch2_2020-1-20.wav","UCR-MPI_exp75_ch3_2020-1-20.wav","UCR-MPI_exp75_ch4_2020-1-20.wav","0075-cam1_exp_2020-1-20_UCR-MPI","0075-cam3_exp_2020-1-20_UCR-MPI","0075-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp63_cam5_2020-1-19","UCR-MPI_exp63_cam3_2020-1-19","UCR-MPI_exp63_cam1_2020-1-19",2020-01-19,1899-12-31 02:52:00,56,"63","experimento","22","982126052945887","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp63_ch1_2020-1-19.wav","UCR-MPI_exp63_ch2_2020-1-19.wav","UCR-MPI_exp63_ch3_2020-1-19.wav","UCR-MPI_exp63_ch4_2020-1-19.wav","0063-cam1_exp_2020-1-19_UCR-MPI","0063-cam3_exp_2020-1-19_UCR-MPI","0063-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp64_cam5_2020-1-19","UCR-MPI_exp64_cam3_2020-1-19","UCR-MPI_exp64_cam1_2020-1-19",2020-01-19,1899-12-31 03:04:00,57,"64","experimento","22","982126058484282","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp64_ch1_2020-1-19.wav","UCR-MPI_exp64_ch2_2020-1-19.wav","UCR-MPI_exp64_ch3_2020-1-19.wav","UCR-MPI_exp64_ch4_2020-1-19.wav","0064-cam1_exp_2020-1-19_UCR-MPI","0064-cam3_exp_2020-1-19_UCR-MPI","0064-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp78_cam5_2020-1-20","UCR-MPI_exp78_cam3_2020-1-20","UCR-MPI_exp78_cam1_2020-1-20",2020-01-20,1899-12-31 10:54:00,70,"78","experimento","13","982126051278494","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp78_ch1_2020-1-20.wav","UCR-MPI_exp78_ch2_2020-1-20.wav","UCR-MPI_exp78_ch3_2020-1-20.wav","UCR-MPI_exp78_ch4_2020-1-20.wav","0078-cam1_exp_2020-1-20_UCR-MPI","0078-cam3_exp_2020-1-20_UCR-MPI","0078-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp64_cam5_2020-1-19","UCR-MPI_exp64_cam3_2020-1-19","UCR-MPI_exp64_cam1_2020-1-19",2020-01-19,1899-12-31 03:04:00,57,"64","experimento","22","982126052945887","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp64_ch1_2020-1-19.wav","UCR-MPI_exp64_ch2_2020-1-19.wav","UCR-MPI_exp64_ch3_2020-1-19.wav","UCR-MPI_exp64_ch4_2020-1-19.wav","0064-cam1_exp_2020-1-19_UCR-MPI","0064-cam3_exp_2020-1-19_UCR-MPI","0064-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp64_cam5_2020-1-19","UCR-MPI_exp64_cam3_2020-1-19","UCR-MPI_exp64_cam1_2020-1-19",2020-01-19,1899-12-31 03:04:00,57,"64","experimento","22","982126052945893","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp64_ch1_2020-1-19.wav","UCR-MPI_exp64_ch2_2020-1-19.wav","UCR-MPI_exp64_ch3_2020-1-19.wav","UCR-MPI_exp64_ch4_2020-1-19.wav","0064-cam1_exp_2020-1-19_UCR-MPI","0064-cam3_exp_2020-1-19_UCR-MPI","0064-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","982126051278494","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp66_cam5_2020-1-20","UCR-MPI_exp66_cam3_2020-1-20","UCR-MPI_exp66_cam1_2020-1-20",2020-01-20,1899-12-31 09:10:00,58,"66","experimento","6","982126058484300","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp66_ch1_2020-1-20.wav","UCR-MPI_exp66_ch2_2020-1-20.wav","UCR-MPI_exp66_ch3_2020-1-20.wav","UCR-MPI_exp66_ch4_2020-1-20.wav","0066-cam1_exp_2020-1-20_UCR-MPI","0066-cam3_exp_2020-1-20_UCR-MPI","0066-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp83_cam5_2020-1-20","UCR-MPI_exp83_cam3_2020-1-20","UCR-MPI_exp83_cam1_2020-1-20",2020-01-20,1899-12-31 11:59:00,75,"83","experimento","13","900200000279779","vuelo grupal/enmascarando busqueda","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp83_ch1_2020-1-20.wav","UCR-MPI_exp83_ch2_2020-1-20.wav","UCR-MPI_exp83_ch3_2020-1-20.wav","UCR-MPI_exp83_ch4_2020-1-20.wav","0083-cam1_exp_2020-1-20_UCR-MPI","0083-cam3_exp_2020-1-20_UCR-MPI","0083-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp66_cam5_2020-1-20","UCR-MPI_exp66_cam3_2020-1-20","UCR-MPI_exp66_cam1_2020-1-20",2020-01-20,1899-12-31 09:10:00,58,"66","experimento","6","900200000279818","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp66_ch1_2020-1-20.wav","UCR-MPI_exp66_ch2_2020-1-20.wav","UCR-MPI_exp66_ch3_2020-1-20.wav","UCR-MPI_exp66_ch4_2020-1-20.wav","0066-cam1_exp_2020-1-20_UCR-MPI","0066-cam3_exp_2020-1-20_UCR-MPI","0066-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp97_cam5_2020-1-22","UCR-MPI_exp97_cam3_2020-1-22","UCR-MPI_exp97_cam1_2020-1-22",2020-01-22,1899-12-31 01:45:00,97,"97","experimento","16-?-?","900200000206551","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp97_ch1_2020-1-22.wav","UCR-MPI_exp97_ch2_2020-1-22.wav","UCR-MPI_exp97_ch3_2020-1-22.wav","UCR-MPI_exp97_ch4_2020-1-22.wav","0097-cam1_exp_2020-1-22_UCR-MPI","0097-cam3_exp_2020-1-22_UCR-MPI","0097-cam5_exp_2020-1-22_UCR-MPI",NA
NA,"UCR-MPI_exp97_cam5_2020-1-22","UCR-MPI_exp97_cam3_2020-1-22","UCR-MPI_exp97_cam1_2020-1-22",2020-01-22,1899-12-31 01:45:00,97,"97","experimento","16-?-?","982000359237126","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp97_ch1_2020-1-22.wav","UCR-MPI_exp97_ch2_2020-1-22.wav","UCR-MPI_exp97_ch3_2020-1-22.wav","UCR-MPI_exp97_ch4_2020-1-22.wav","0097-cam1_exp_2020-1-22_UCR-MPI","0097-cam3_exp_2020-1-22_UCR-MPI","0097-cam5_exp_2020-1-22_UCR-MPI",NA
NA,"UCR-MPI_exp97_cam5_2020-1-22","UCR-MPI_exp97_cam3_2020-1-22","UCR-MPI_exp97_cam1_2020-1-22",2020-01-22,1899-12-31 01:45:00,97,"97","experimento","16-?-?","982126057845060","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp97_ch1_2020-1-22.wav","UCR-MPI_exp97_ch2_2020-1-22.wav","UCR-MPI_exp97_ch3_2020-1-22.wav","UCR-MPI_exp97_ch4_2020-1-22.wav","0097-cam1_exp_2020-1-22_UCR-MPI","0097-cam3_exp_2020-1-22_UCR-MPI","0097-cam5_exp_2020-1-22_UCR-MPI",NA
NA,"UCR-MPI_exp63_cam5_2020-1-19","UCR-MPI_exp63_cam3_2020-1-19","UCR-MPI_exp63_cam1_2020-1-19",2020-01-19,1899-12-31 02:52:00,56,"63","experimento","22","982126051278501","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp63_ch1_2020-1-19.wav","UCR-MPI_exp63_ch2_2020-1-19.wav","UCR-MPI_exp63_ch3_2020-1-19.wav","UCR-MPI_exp63_ch4_2020-1-19.wav","0063-cam1_exp_2020-1-19_UCR-MPI","0063-cam3_exp_2020-1-19_UCR-MPI","0063-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp83_cam5_2020-1-20","UCR-MPI_exp83_cam3_2020-1-20","UCR-MPI_exp83_cam1_2020-1-20",2020-01-20,1899-12-31 11:59:00,75,"83","experimento","13","982126058484335","vuelo grupal/enmascarando busqueda","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp83_ch1_2020-1-20.wav","UCR-MPI_exp83_ch2_2020-1-20.wav","UCR-MPI_exp83_ch3_2020-1-20.wav","UCR-MPI_exp83_ch4_2020-1-20.wav","0083-cam1_exp_2020-1-20_UCR-MPI","0083-cam3_exp_2020-1-20_UCR-MPI","0083-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp67_cam5_2020-1-20","UCR-MPI_exp67_cam3_2020-1-20","UCR-MPI_exp67_cam1_2020-1-20",2020-01-20,1899-12-31 09:17:00,59,"67","experimento","6","900200000279818","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:20:00,NA,"UCR-MPI_exp67_ch1_2020-1-20.wav","UCR-MPI_exp67_ch2_2020-1-20.wav","UCR-MPI_exp67_ch3_2020-1-20.wav","UCR-MPI_exp67_ch4_2020-1-20.wav","0067-cam1_exp_2020-1-20_UCR-MPI","0067-cam3_exp_2020-1-20_UCR-MPI","0067-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp64_cam5_2020-1-19","UCR-MPI_exp64_cam3_2020-1-19","UCR-MPI_exp64_cam1_2020-1-19",2020-01-19,1899-12-31 03:04:00,57,"64","experimento","22","982126051278501","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp64_ch1_2020-1-19.wav","UCR-MPI_exp64_ch2_2020-1-19.wav","UCR-MPI_exp64_ch3_2020-1-19.wav","UCR-MPI_exp64_ch4_2020-1-19.wav","0064-cam1_exp_2020-1-19_UCR-MPI","0064-cam3_exp_2020-1-19_UCR-MPI","0064-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","900200000279470","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp7_cam5_2020-1-15","UCR-MPI_exp7_cam3_2020-1-15","UCR-MPI_exp7_cam1_2020-1-15",2020-01-15,1899-12-31 02:20:00,5,"7","experimento","4","982000359237334","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp7_ch1_2020-1-15.wav","UCR-MPI_exp7_ch2_2020-1-15.wav","UCR-MPI_exp7_ch3_2020-1-15.wav","UCR-MPI_exp7_ch4_2020-1-15.wav","0007-cam1_exp_2020-1-15_UCR-MPI","0007-cam3_exp_2020-1-15_UCR-MPI","0007-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","900200000279506","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,NA,NA,NA,2020-01-16,NA,13,"18","experimento","6",NA,NA,NA,NA,"problemas tecnicos, videos no se tomaron","UCR-MPI_exp18_ch1_2020-1-16.wav","UCR-MPI_exp18_ch2_2020-1-16.wav","UCR-MPI_exp18_ch3_2020-1-16.wav","UCR-MPI_exp18_ch4_2020-1-16.wav",NA,NA,NA,NA
NA,"UCR-MPI_exp83_cam5_2020-1-20","UCR-MPI_exp83_cam3_2020-1-20","UCR-MPI_exp83_cam1_2020-1-20",2020-01-20,1899-12-31 11:59:00,75,"83","experimento","13","900200000279470","vuelo grupal/enmascarando busqueda","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp83_ch1_2020-1-20.wav","UCR-MPI_exp83_ch2_2020-1-20.wav","UCR-MPI_exp83_ch3_2020-1-20.wav","UCR-MPI_exp83_ch4_2020-1-20.wav","0083-cam1_exp_2020-1-20_UCR-MPI","0083-cam3_exp_2020-1-20_UCR-MPI","0083-cam5_exp_2020-1-20_UCR-MPI",NA
NA,NA,NA,NA,2020-01-20,1899-12-31 12:24:00,80,"83.5","experimento","6","982126058484300","vuelo solo","no aplica",1899-12-31 02:25:00,"sin video , se descargaron las camaras","UCR-MPI_exp83.5_ch1_2020-1-20.wav","UCR-MPI_exp83.5_ch2_2020-1-20.wav","UCR-MPI_exp83.5_ch3_2020-1-20.wav","UCR-MPI_exp83.5_ch4_2020-1-20.wav",NA,NA,NA,NA
NA,"UCR-MPI_exp66_cam5_2020-1-20","UCR-MPI_exp66_cam3_2020-1-20","UCR-MPI_exp66_cam1_2020-1-20",2020-01-20,1899-12-31 09:10:00,58,"66","experimento","6","982126058484263","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp66_ch1_2020-1-20.wav","UCR-MPI_exp66_ch2_2020-1-20.wav","UCR-MPI_exp66_ch3_2020-1-20.wav","UCR-MPI_exp66_ch4_2020-1-20.wav","0066-cam1_exp_2020-1-20_UCR-MPI","0066-cam3_exp_2020-1-20_UCR-MPI","0066-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp67_cam5_2020-1-20","UCR-MPI_exp67_cam3_2020-1-20","UCR-MPI_exp67_cam1_2020-1-20",2020-01-20,1899-12-31 09:17:00,59,"67","experimento","6","982126058484300","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:20:00,NA,"UCR-MPI_exp67_ch1_2020-1-20.wav","UCR-MPI_exp67_ch2_2020-1-20.wav","UCR-MPI_exp67_ch3_2020-1-20.wav","UCR-MPI_exp67_ch4_2020-1-20.wav","0067-cam1_exp_2020-1-20_UCR-MPI","0067-cam3_exp_2020-1-20_UCR-MPI","0067-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp67_cam5_2020-1-20","UCR-MPI_exp67_cam3_2020-1-20","UCR-MPI_exp67_cam1_2020-1-20",2020-01-20,1899-12-31 09:17:00,59,"67","experimento","6","982126058484349","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:20:00,"la hoja (refugio) se removio luego de empezar experimento","UCR-MPI_exp67_ch1_2020-1-20.wav","UCR-MPI_exp67_ch2_2020-1-20.wav","UCR-MPI_exp67_ch3_2020-1-20.wav","UCR-MPI_exp67_ch4_2020-1-20.wav","0067-cam1_exp_2020-1-20_UCR-MPI","0067-cam3_exp_2020-1-20_UCR-MPI","0067-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp83_cam5_2020-1-20","UCR-MPI_exp83_cam3_2020-1-20","UCR-MPI_exp83_cam1_2020-1-20",2020-01-20,1899-12-31 11:59:00,75,"83","experimento","13","900200000279517","vuelo grupal/enmascarando busqueda","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp83_ch1_2020-1-20.wav","UCR-MPI_exp83_ch2_2020-1-20.wav","UCR-MPI_exp83_ch3_2020-1-20.wav","UCR-MPI_exp83_ch4_2020-1-20.wav","0083-cam1_exp_2020-1-20_UCR-MPI","0083-cam3_exp_2020-1-20_UCR-MPI","0083-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","900200000279517","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","900200000279472","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","982126058484335","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,"no se pintaron porque eran muchos","UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
